geneID	Control_1	Control_2	Control_3	DSS_1	DSS_2	DSS_3	ZnCA_1	ZnCA_2	ZnCA_3
ENSMUSG00000045322	0.95	1.07	1.25	6.05	4.91	6.65	3.78	2.76	2.47
ENSMUSG00000085004	7.27	10.46	12.35	0.2	0.69	0	1.75	3.35	2.52
ENSMUSG00000043286	0.85	0.44	0.95	0.33	0.31	0.11	0.28	0.36	0.22
ENSMUSG00000060703	12.94	13.71	11.83	74.72	43.1	45.28	33.82	45.76	19.36
ENSMUSG00000015950	6.29	5.8	5.63	32.25	22.64	28.71	17.73	15.93	9.74
ENSMUSG00000030866	51.63	40.28	32.6	10.99	20.74	12.42	16.87	21.91	28.38
ENSMUSG00000020460	866.01	1008.2	1209.61	909.01	589.01	652.99	1142.57	1633.98	919.5
ENSMUSG00000041372	87.22	63.47	77.22	22.09	38.49	14.24	18.07	6.42	41.7
ENSMUSG00000042099	17.16	19.43	20.55	24.82	29.93	22.16	10.81	11.29	10.44
ENSMUSG00000074852	0.29	0.45	0.4	0.85	0.74	0.68	0.68	2.42	0.5
ENSMUSG00000022221	13.27	14.27	8.02	45.28	56.48	78.42	35.68	32.48	29.82
ENSMUSG00000001435	31.7	28	21.28	235.91	133.25	69.7	79.06	100.8	42.73
ENSMUSG00000093880	0.66	0.39	0.16	4.7	7.91	10.41	4.46	1.68	3.28
ENSMUSG00000023044	58.99	52.19	58.57	35.68	32.79	27.23	25.69	30.83	23.03
ENSMUSG00000047517	838.37	769.61	832.78	2630.3	4777.94	3823.93	3023.33	2278.77	1417.74
ENSMUSG00000028654	22.66	18.06	20.01	7.19	5.09	3.18	6.08	7.53	3.88
ENSMUSG00000120997	1.49	1.57	2.92	1.15	1.04	0.71	1.39	0.63	0.9
ENSMUSG00000076580	108.42	119.27	43.01	276.1	298.9	98.59	65.16	140.71	106.58
ENSMUSG00000031558	1.53	1.09	1.31	2.85	2.68	2.7	0.95	1.98	1.64
ENSMUSG00000038301	11.61	10.43	12.38	24.69	19.84	47.26	28.04	19.97	21.78
ENSMUSG00000050762	0.17	0.08	0.16	4.15	5.15	1.86	1.4	1.22	0.47
ENSMUSG00000050721	14.9	10.77	9.85	34.14	32.28	27.57	23.36	16.27	18.63
ENSMUSG00000114532	5.76	11.15	8.89	1.93	2.69	1.64	2.31	1.51	3.42
ENSMUSG00000000204	41	38.44	24.56	57.05	111.18	141.96	63.88	30	88.71
ENSMUSG00000037738	0.96	2.13	2.59	0.7	0.81	0.52	0.17	0.25	0.86
ENSMUSG00000026656	18.24	17.5	13.67	166.15	146.24	153.1	98.45	81.91	64.73
ENSMUSG00000019564	3.75	2.44	1.91	8.75	6.55	7.81	4.33	4.63	4.44
ENSMUSG00000102553	0.69	0.95	1.04	0.3	0.51	0.17	0.41	0.13	0.57
ENSMUSG00000040265	2.04	1.53	1.57	4.13	3.51	2.93	2.2	1.49	1.99
ENSMUSG00000021904	3.18	3.15	3.48	10.18	9.68	7.18	3.55	3.22	4.03
ENSMUSG00000074207	917.74	863.6	1162.51	425.3	457.85	193.95	439.17	158.34	516.02
ENSMUSG00000039997	7.65	7.31	5.99	23.01	19.92	42.77	17.58	11.74	14.19
ENSMUSG00000056069	17.38	12.25	15.4	41.21	28.15	16.65	22.16	15.64	13.21
ENSMUSG00000096452	11.89	4.6	7.57	30.47	20.41	17.57	32.29	15.35	18.07
ENSMUSG00000022270	119.79	113.23	140.66	34.61	60.43	36.8	42.03	40.19	76.85
ENSMUSG00000013338	2.59	1.21	1.34	4.51	6.18	2.92	2.06	1.69	3.38
ENSMUSG00000027248	266.07	252.51	212.26	374.93	309.29	323.59	358.51	366.89	529.02
ENSMUSG00000134796	4.62	9.73	8.2	55.03	26.58	34.25	18.95	33.37	10.2
ENSMUSG00000026185	49.92	57.06	52.83	695.43	307.59	225.23	168.74	145.05	80.17
ENSMUSG00000039158	5.25	4.98	3.4	14.12	11.68	11.21	7.45	6.33	6.05
ENSMUSG00000040751	5.93	9.16	7.31	25.66	12.06	15.28	11.61	12.76	11.84
ENSMUSG00000097750	8.46	12.41	12.59	11.98	5.35	7.04	4.9	4.26	7.57
ENSMUSG00000006014	1.4	2.23	3.02	4.48	1.25	16.61	1.18	1.51	1.18
ENSMUSG00000025092	12.98	9.84	12.05	14.45	26.93	23.27	11.99	9.88	12.62
ENSMUSG00000095204	9.38	6.51	4.28	68.15	0	30.5	36.94	17.4	82.6
ENSMUSG00000019359	3.15	1.71	4.36	10.68	9.54	6.94	5.09	7.88	3.38
ENSMUSG00000022150	20.98	19.9	18.03	54.16	44.05	31.13	29.43	26	32.65
ENSMUSG00000020080	2.24	1.01	0.94	0.6	0.16	0.99	1.44	15.61	0.96
ENSMUSG00000062488	2.58	1.24	2.28	3.96	8.11	18.62	9.75	3.95	6.54
ENSMUSG00000026787	0.6	1.32	1.02	0.08	0.07	0.52	0.25	0.43	0.47
ENSMUSG00000030165	0.93	2.97	1.61	5.18	8.24	8.41	9.98	7.8	5.82
ENSMUSG00000041886	3.66	4	3.5	2.76	1.88	0.47	2.06	1.26	3.02
ENSMUSG00000048070	3.85	3.93	2.72	8.21	5.1	7.62	3.86	3.57	4.07
ENSMUSG00000055994	0.79	0.57	0.47	2.88	2.02	3.73	1.97	1.63	1.67
ENSMUSG00000074818	13.86	12.04	12.55	2.06	2.93	1.29	2.76	1.95	2.16
ENSMUSG00000026360	15.91	19.32	21.95	53.87	43.8	36.41	28.15	35.95	17.12
ENSMUSG00000121083	2.82	2.5	3.99	1.5	1.44	1.01	0.82	1.81	2.02
ENSMUSG00000073565	2	2.94	2.79	11.04	6.32	4.12	3.57	3.56	3.12
ENSMUSG00000041912	1.08	0.61	0.96	2.01	2.49	2.45	1.27	1.06	1.73
ENSMUSG00000035458	2.33	1.4	1.53	6.07	4.79	6.75	2.33	6.62	3.7
ENSMUSG00000124498	5.11	4.75	5.43	2.86	1.44	0.94	1.26	1.33	4.08
ENSMUSG00000055978	81.05	63.38	53.39	188.52	353.58	258.94	145.05	119.07	149.44
ENSMUSG00000044703	0.31	0.16	0.64	1.77	1.31	2.57	3.35	2.79	1.66
ENSMUSG00000035954	1.96	1.21	1.59	4.45	3.65	3.36	1.57	1.6	1.95
ENSMUSG00000041272	14.14	10.82	12.6	5.08	5.36	5.06	5.34	10.59	6.38
ENSMUSG00000062826	1.54	0.93	1.66	8.3	25.44	16.67	5.12	0.23	3.15
ENSMUSG00000040033	25.95	14.87	19.46	37.96	42.25	91.49	44.83	23.75	49.85
ENSMUSG00000004207	465.57	429.65	427.13	966.87	873.96	879.63	747.45	861.37	622.06
ENSMUSG00000027230	176.43	136.18	95.05	66.24	47.35	25.05	70.66	82.51	97.98
ENSMUSG00000001802	5.69	3.47	4.74	5.96	10.32	4.53	2.31	2.97	3.23
ENSMUSG00000050600	0.06	0.32	0.21	0.86	0.43	0.4	0.2	0.2	0.19
ENSMUSG00000128351	3.25	0.04	0	0.27	2.65	80.92	79.38	22.01	43.55
ENSMUSG00000024114	6.53	6.06	5.59	1.84	0.93	0.38	1.8	0.33	1.12
ENSMUSG00000029304	0.07	0.35	0.27	8.32	1.64	9.65	10.36	2.29	0.4
ENSMUSG00000046207	1.14	1.33	1.09	5.32	3.57	4.24	2.7	1.94	1.64
ENSMUSG00000053687	2.29	0.99	2.92	8.8	5.67	6.49	4.26	5.3	2.83
ENSMUSG00000055172	37.23	28.6	31.57	145.93	100.89	116.01	81.33	91.5	49.15
ENSMUSG00000021638	82.5	82.21	98.86	36.88	43.51	38.12	42.93	39.79	68.39
ENSMUSG00000029247	126.99	126.23	166.02	84.22	54.57	47.14	71.89	56.8	63.33
ENSMUSG00000121384	0.74	0.52	0.66	1.06	1.03	2	0.36	0.87	1.1
ENSMUSG00000058818	3.6	5.18	5.42	53.87	34.54	42.18	19.27	18.02	15.53
ENSMUSG00000037321	44.05	12.96	12.79	41.36	54.64	179.4	122.82	59.15	94.6
ENSMUSG00000037362	37.57	17.38	8.43	11.19	5.24	5.19	26.41	36.87	19.18
ENSMUSG00000028357	8.16	7.05	6.92	1.34	1.13	1.66	1.54	7.52	1.53
ENSMUSG00000039959	5.97	6.56	4.92	13.54	13.71	10.53	4.89	5.31	7.66
ENSMUSG00000062609	0.1	0.27	0.23	1.42	0.6	1.58	0.49	0.4	0.35
ENSMUSG00000024411	46.04	36.6	23.76	165.38	163.84	122.36	170.04	59.36	157.47
ENSMUSG00000076549	59.18	61.3	77.59	44.3	46.27	82.32	115.17	109.91	128.03
ENSMUSG00000004473	0.67	0.83	1.04	2.95	1.32	1.27	1.7	2.93	1.03
ENSMUSG00000034758	12.73	10.72	5.34	20.23	19.79	19.47	13.39	6.67	12.33
ENSMUSG00000059326	30.52	21.64	18.76	23.79	85.64	79.05	39.44	37.26	28.51
ENSMUSG00000036067	1.82	0.63	0.76	3.84	2.46	3.82	2.77	2.69	1.91
ENSMUSG00000003949	2.94	3.51	4.06	3.76	8.5	3.89	1.3	1.63	1.81
ENSMUSG00000087516	3.85	5.44	5.32	3.58	3.43	4.18	1.39	1.83	1.52
ENSMUSG00000030134	0.52	0.72	0.7	2.64	1.92	3.01	1.72	0.56	1.1
ENSMUSG00000044906	4.47	4.65	3.32	11.42	9.29	7.05	3.37	4.96	5.43
ENSMUSG00000030546	1	0.86	1.78	3.12	2.69	5.21	2.09	2.88	4.63
ENSMUSG00000096929	10.77	13.12	8	13.05	26.16	29.88	6.82	4.39	12.64
ENSMUSG00000001763	24.99	22.28	23.32	6.7	9.73	3.9	5.86	5.94	9.59
ENSMUSG00000090290	10.2	8.21	9.4	3.96	3.54	2.39	1.99	2.44	2.47
ENSMUSG00000034987	0.32	0.3	0.62	1.96	1.16	1.99	1.16	0.55	0.52
ENSMUSG00000094520	1.2	1.44	1.7	0.85	0.84	0.44	0.51	0.5	0.67
ENSMUSG00000074115	2737.95	2839.54	2250.82	5621.41	12274.34	8052.57	3329.12	1501.17	3062.32
ENSMUSG00000023000	0.17	0.71	0.25	2.23	1.07	1.79	0.52	0.28	0.68
ENSMUSG00000053113	18.54	5.83	7.57	112.13	295.44	154.52	70.92	29.08	41.92
ENSMUSG00000067786	9.65	4.61	6.11	7.75	5.41	5.6	8.78	14.33	9.97
ENSMUSG00000096490	40.4	23.32	11.59	22	19.43	123.62	170.81	56.13	483.14
ENSMUSG00000059049	0.75	0.25	0.19	1.7	0.86	1.65	1.12	0.97	0.2
ENSMUSG00000048022	0.3	0.34	0.27	0.99	0.53	0.54	0.54	2.06	0.41
ENSMUSG00000030249	16.17	15.22	14.79	68.06	42.35	28.97	18.92	17.16	18.23
ENSMUSG00000069919	83.81	71.75	88.09	127.67	288.74	154.83	13.81	86.85	46.66
ENSMUSG00000121091	2.19	2.39	1.91	10.11	9.83	9.24	6.15	6.42	4.16
ENSMUSG00000044313	0.14	0.29	0.26	0.46	0.92	1.28	1.19	0.79	0.71
ENSMUSG00000047419	0.35	0.44	0.43	0.41	0.46	0.25	0.11	0.12	0.15
ENSMUSG00000109685	69.37	113.64	115.58	27.57	4.52	1.45	37.78	75.34	30.66
ENSMUSG00000068874	476.59	506.21	455.03	176.19	355.81	124.51	306.37	326.79	341.24
ENSMUSG00000110344	0.51	0.82	0.72	1.06	0.63	1.13	1.43	2.6	1.33
ENSMUSG00000005251	17.7	11.24	11.43	6	8.18	5.1	4.86	7.79	12.01
ENSMUSG00000049103	3.9	4.74	5.36	52.55	33.99	60.45	31.6	18.91	20.78
ENSMUSG00000038463	16.51	14.8	11.68	34.36	25.97	26.49	21.93	33.42	24.6
ENSMUSG00000052726	0.61	0.86	0.48	1.47	1.58	1.61	0.99	0.48	1.66
ENSMUSG00000006313	6.88	9.1	8.56	2.39	4.09	2.36	4.54	3.92	4.93
ENSMUSG00000086187	5.29	5.63	4.53	1.58	0.77	0	1.2	2.83	0.4
ENSMUSG00000027870	174.46	149.49	135.42	47.67	77.62	13.05	76.82	89.5	144.51
ENSMUSG00000063193	1.33	0.61	1.08	5.28	2.79	4.16	1.77	4.22	1.85
ENSMUSG00000113902	43.65	52.85	57.1	62.61	49.07	65.28	80.26	101.69	79.57
ENSMUSG00000018387	0.56	0.21	0.28	0.65	1.17	1.19	0.36	0.75	0.68
ENSMUSG00000087543	5.22	3.61	3.67	1.71	2.68	1.26	1.1	0.92	1.21
ENSMUSG00000049971	17.37	15.45	14.96	2.79	1.91	1.4	2.74	4.38	3.84
ENSMUSG00000121137	25.14	30.48	26.36	331.44	130.98	147.81	105.88	102.09	48.99
ENSMUSG00000033717	3.67	2.41	1.8	3.89	8.36	3.91	3.05	18.06	2.9
ENSMUSG00000027313	0.36	0.41	0.52	1.74	2.08	3.79	7.35	2.64	20.18
ENSMUSG00000023243	48.94	33.49	43.79	26.26	18.23	14.4	16.8	18.02	40.97
ENSMUSG00000100241	1.91	1.68	0.95	4.26	2.62	2.77	1.14	1.52	1.85
ENSMUSG00000040010	5.09	5.16	4.6	10.18	5.84	9.25	14.74	7.69	6.74
ENSMUSG00000089809	25.85	37.53	34.42	12.35	19.26	12.56	11.97	8.57	21.86
ENSMUSG00000020268	2.98	4.83	8.94	2.06	1.21	0.72	0.8	1.1	7.11
ENSMUSG00000038756	32.27	32.69	34.71	6.09	6.87	2.87	5.37	3.68	12.68
ENSMUSG00000028517	51.7	48.86	52.33	105.26	130.33	80.38	53.01	56.89	51.23
ENSMUSG00000024399	5.14	6.39	5.57	27.97	12.19	12.93	12.89	11.45	7.12
ENSMUSG00000053475	2	2.56	1.25	5.73	3.33	5.65	6.74	2.45	3.35
ENSMUSG00000074575	2.46	1.83	1.05	0.29	3.44	0.98	0.17	0.21	0.45
ENSMUSG00000034845	58.14	42.43	39.82	100.29	107.72	86.45	52.12	52.23	59.05
ENSMUSG00000015957	1.28	1.3	0.84	3.4	1.68	2.03	1.54	2.68	1.32
ENSMUSG00000016024	4.15	5.06	4.62	35.97	82.93	95.75	19.77	17.37	13.36
ENSMUSG00000050382	1.53	1.33	1.22	2.48	2.9	1.36	0.95	1.09	0.73
ENSMUSG00000042942	1.51	0.93	1	0.4	0.32	0.52	0.33	1.06	0.25
ENSMUSG00000023903	0.19	0.11	0.2	3.44	2.36	3.48	2.4	0.92	1.22
ENSMUSG00000063011	0.72	1.33	0.71	11.33	1.93	6.74	4.97	2.94	1.53
ENSMUSG00000075511	8.4	9.18	8.33	6.34	4.99	2.94	1.95	2.71	3.11
ENSMUSG00000020053	4.72	3.69	2.67	26.34	9.02	13.9	16.5	17.36	4.85
ENSMUSG00000064325	13.84	13.6	13.85	3.62	4.48	2.68	2.2	6.41	3.85
ENSMUSG00000096459	23.96	3.72	15.39	152.53	13.42	24.03	25.94	20.56	160.74
ENSMUSG00000074604	146.45	164.94	195.39	172.92	165.16	139.18	235.14	444.15	211.25
ENSMUSG00000031343	1.84	2.35	2.73	4.86	3.6	4.34	3.76	6.39	2.27
ENSMUSG00000030341	88.01	60.14	50.33	137.68	176.45	158.18	98.99	82.17	108.73
ENSMUSG00000100287	0.05	0	0	1.06	0.47	0.65	0.53	0.23	0.85
ENSMUSG00000071001	0.98	2.1	1.65	4.15	3.68	3.91	2.04	3.34	0.89
ENSMUSG00000053137	1.77	2.03	1.34	6.4	4.49	2.83	2.79	3.43	2.78
ENSMUSG00000040584	213.41	177.17	155.97	31.94	69.51	32.45	60.06	85.91	125.77
ENSMUSG00000094840	54.8	51.72	31.72	21.62	21.42	19.66	34.65	124.26	56.73
ENSMUSG00000045362	0.26	0.03	0.28	1.24	0.54	1.38	0.63	0.63	0.49
ENSMUSG00000105456	10.37	10.82	9.91	3.55	8.16	7.07	2.73	1.53	4.42
ENSMUSG00000007279	4.81	4.4	5.06	3.54	6.99	3.57	1.88	1.42	2.23
ENSMUSG00000039697	11.25	12.18	9.56	28.32	34.97	25.81	22.69	52.56	19.94
ENSMUSG00000086141	25.28	34.03	26.57	5.59	6.98	4.5	9.14	6.17	13.09
ENSMUSG00000031903	8.57	6.73	5.74	21.06	19.99	14.89	11.45	15.65	11.48
ENSMUSG00000132547	3.33	5.87	0.65	14.15	18.59	22.27	20.16	1.82	26.83
ENSMUSG00000098112	4.52	4.03	3.63	23.66	17.62	17.45	10.11	10.11	7.29
ENSMUSG00000113165	0.53	0.36	0.24	0.97	0.84	0.96	0.86	0.78	0.59
ENSMUSG00000127315	1.55	1.13	0.93	4.77	21.46	10.02	2.91	0.56	3.83
ENSMUSG00000026832	9.8	8.93	11.87	31.78	26.08	26.91	22.17	13.91	13.03
ENSMUSG00000052504	0.48	0.25	0.47	1.27	0.71	0.66	0.96	1	0.52
ENSMUSG00000066175	17.95	11.8	9.6	4.13	10.8	4.19	9.8	19.83	3.54
ENSMUSG00000062380	8.35	7.31	6.03	22.96	12.75	17.93	9.56	11.42	10.25
ENSMUSG00000027246	6.37	6.21	5.69	2.28	0.76	0.97	2.4	2.01	3.53
ENSMUSG00000027676	2.96	2.68	1.04	2.08	1.84	1.74	0.58	0.76	0.58
ENSMUSG00000072596	2.96	1.6	4.3	2.78	13.6	13.98	8.37	3.89	6.27
ENSMUSG00000035504	23.21	16.8	18.47	7.65	10.37	2.48	9.7	11.24	9.59
ENSMUSG00000125377	48.91	58.56	45.12	13.66	6.72	0.39	18.05	17.33	17.98
ENSMUSG00000034839	2.54	1.92	1.77	4.57	6.32	3.27	2.54	2.84	2.65
ENSMUSG00000030518	2.56	2.18	2.08	1.62	2.05	1.31	1.53	1.21	1.04
ENSMUSG00000049866	2.69	2.84	2.89	9.58	6.05	8.66	8.1	7.72	4.26
ENSMUSG00000043668	8.79	8.27	6.89	2.83	4.07	3.92	3.03	6.23	5.62
ENSMUSG00000034118	12.55	13.93	14.18	33.92	27.29	27.07	17.07	23.96	14.55
ENSMUSG00000032251	1.74	1.19	3.25	3.5	4.49	4.45	2.31	3.65	2.14
ENSMUSG00000021322	1	0.82	1.88	15.73	10.38	9.98	8.48	8.41	8
ENSMUSG00000091492	6.36	8.66	10.48	2.87	3.94	0.98	3.68	5	3.08
ENSMUSG00000067750	0.19	0.23	0.23	19.54	6.06	4.51	10.62	0.16	2.85
ENSMUSG00000024339	42.49	28.95	26.18	53.35	55.61	114.1	61.07	51.57	67.33
ENSMUSG00000027397	246.68	272.1	253.6	68.87	75.01	52.28	71.02	24.1	197.51
ENSMUSG00000135230	4.62	3.92	3.41	6.09	9.34	13.16	3.35	3.73	5.44
ENSMUSG00000031861	1.22	1.19	1	0.96	0.57	0.62	0.57	1.09	0.7
ENSMUSG00000063354	49.09	46.06	28.1	83.77	119.06	56.42	73.21	75.59	83.81
ENSMUSG00000074361	0.39	0.56	0.34	2.77	3.23	1.09	1.34	1.26	0.49
ENSMUSG00000021314	0.98	0.98	1.46	3.54	2.62	2.61	1.71	2.66	1.59
ENSMUSG00000094930	30.45	9.56	21.05	44.2	13.28	21.69	137.14	39.86	244.2
ENSMUSG00000071547	1.81	1.37	1.44	8.3	4.23	5.39	3.26	6.65	1.88
ENSMUSG00000032496	0.83	0.85	0.19	27.3	57.67	157.85	42.39	2.39	5.48
ENSMUSG00000051726	13.59	15	18.85	2.58	10.39	4.38	4.52	4.3	9.56
ENSMUSG00000017607	90.76	91.3	115.21	20.53	51.33	43.86	25.28	21.15	48.91
ENSMUSG00000034664	1.24	2.51	1.43	4.29	2.62	4.2	1.46	1.17	1.67
ENSMUSG00000076498	1.18	4.65	2.51	20.71	10.55	15.28	18.11	22.21	7.13
ENSMUSG00000015484	0.46	0.71	0.35	1.2	0.96	1.19	0.69	0.59	0.71
ENSMUSG00000017446	9.23	8.78	10.03	29.23	22.25	14.2	12.49	15.95	9.71
ENSMUSG00000042190	5.01	5.35	4.27	13.85	17.48	16.84	9.64	7.07	8.02
ENSMUSG00000103793	1.03	0.81	0.58	1.7	1.59	1.75	0.78	0.72	0.62
ENSMUSG00000041202	1.16	2.15	1.43	5.29	6.35	7.65	5.22	3.96	5.74
ENSMUSG00000056498	2.29	3.28	0.84	7.26	6.53	4.58	4.54	2.9	4.25
ENSMUSG00000029154	4.8	4.88	5.85	22.42	10.77	15.64	9.47	10.52	10.34
ENSMUSG00000028766	1.31	1.6	1.29	10.98	8.48	7.27	6.2	14.68	4.17
ENSMUSG00000032511	0.45	0.43	0.5	1.47	1.1	1.09	0.31	0.38	0.58
ENSMUSG00000081058	1.75	1.6	1.33	3.15	5.92	4.25	0.72	2.22	3.48
ENSMUSG00000022938	47.08	47.58	37.47	144.34	228.01	206.15	138.36	178.44	138.02
ENSMUSG00000036412	1.61	1.63	1.37	9.71	3.82	2.66	2.73	5.34	1.22
ENSMUSG00000030492	5.51	7.28	7.7	7.75	34.25	20.59	10.58	6.67	7.13
ENSMUSG00000121260	12.62	9.04	8.88	2.28	0.87	2.04	3.8	14.74	5.75
ENSMUSG00000063522	123.89	99.67	50.83	218.2	506.59	427.84	121.61	47.44	63.4
ENSMUSG00000018927	183.21	187.3	104	280.58	234.83	291.78	259.09	374.07	214.92
ENSMUSG00000057719	8.59	7.49	9.25	4.39	4.24	0.95	3.58	2.85	3.45
ENSMUSG00000032120	33.55	18.39	19.72	30.96	72.18	49.22	21.4	17.11	35.66
ENSMUSG00000046782	2.04	1.11	2.14	0.61	1.86	0.93	0.58	0.88	0.86
ENSMUSG00000040952	782.92	993.46	1223.08	1042.1	532.78	551.53	1075.14	1639.35	759.34
ENSMUSG00000055447	43.92	41.75	43.3	109.88	92.06	105.56	89.92	71.04	83.06
ENSMUSG00000016087	2.51	3.42	2.73	10.28	5.81	6.26	4.41	4.79	4.21
ENSMUSG00000013707	4.36	1.88	2.65	16.34	12.71	15.06	13.54	12.4	5.33
ENSMUSG00000043458	0.32	0.24	0.34	1.35	1.59	0.78	0.33	0.85	0.41
ENSMUSG00000048120	18.89	18.49	22.14	55.49	46.36	38.87	24.18	17.09	27.11
ENSMUSG00000046157	4.5	3.32	3.18	11.8	6.8	12.11	7.31	7.19	4.47
ENSMUSG00000024027	0.12	0.06	0.07	0.25	0.59	0.85	1.05	0.24	0.04
ENSMUSG00000079507	6.6	8.14	6.6	4.15	8.46	6.05	9.09	11.78	11.93
ENSMUSG00000037904	20.42	15.97	7.74	7.56	10.4	5.43	6.97	9.73	14.75
ENSMUSG00000022575	214.61	199.89	177.28	334.17	525.74	511.92	209.86	135.72	265.07
ENSMUSG00000029298	7.18	4.38	4.25	15.24	14.5	64.21	17.04	9.42	13.43
ENSMUSG00000055022	1.6	1.71	1.47	4.72	2.51	2.89	1.83	2.14	2.18
ENSMUSG00000028071	0.8	1.04	0.3	3.61	2.93	3.79	3.03	2.15	0.93
ENSMUSG00000105547	6.97	15.16	12.35	28.53	7.69	9.93	18.83	88.24	19.73
ENSMUSG00000033610	10.85	12.6	11.7	6.58	4.65	2.58	5.27	7.93	6.97
ENSMUSG00000004933	1.57	1.83	1.86	4.53	5.24	3.68	2.91	3.62	2.68
ENSMUSG00000135102	12.67	14.2	11.01	464.62	174.15	156.38	166.13	114.48	51.89
ENSMUSG00000059824	25.19	33.3	48.37	11.12	26.23	9.92	3.45	5.15	6.38
ENSMUSG00000024675	5.58	1.41	0.9	34.82	22.98	94.91	27.67	12.6	21.06
ENSMUSG00000079012	0.3	0.52	0.23	55.07	22.04	16.9	14.18	11.56	5.71
ENSMUSG00000028871	1.05	0.61	0.65	6.8	1.93	4.51	2.2	3.57	1.25
ENSMUSG00000031673	9.61	9.13	7.83	25.8	13.7	14.49	11.04	16.7	9.15
ENSMUSG00000069892	5.68	4.54	2.98	12.4	10.12	20.85	8.82	4.61	7.02
ENSMUSG00000038151	3.38	2.31	2.64	8.38	10.21	11.42	9.05	3.81	3.76
ENSMUSG00000012889	0.5	0.3	0.56	2.54	1.67	1.12	1.25	1.03	0.48
ENSMUSG00000044352	1.44	0.54	1.17	0.65	0.42	0.44	0.62	2.11	1.06
ENSMUSG00000021998	27.09	23.23	22.55	119.52	60.1	83.34	67.55	53.42	40.68
ENSMUSG00000027474	4.23	3.44	5.03	5.18	9.88	4.86	1.83	2.6	3.36
ENSMUSG00000079363	11.55	2.85	4.88	15.47	21.65	175.36	52	18.42	30.42
ENSMUSG00000085502	5.8	4.28	4.56	2.13	1.6	0.21	1.88	1.18	2.15
ENSMUSG00000050592	1.36	1.05	1.34	2.3	1.97	2	1.81	3.97	1.23
ENSMUSG00000021048	39.1	36.11	29.8	28.59	11.51	9.31	15.51	18.67	12.35
ENSMUSG00000042367	76.75	71.1	57.45	22.85	14.86	4.06	20.05	16.55	27.11
ENSMUSG00000039208	52.45	30.77	35.07	47.85	63.1	64.12	58.76	68.92	68.08
ENSMUSG00000036169	3.11	4.13	3.06	7.98	7.83	10.03	11.84	4.91	4.5
ENSMUSG00000125261	0	0	0.07	11.6	51.05	28.82	5.79	0.68	1.97
ENSMUSG00000027994	5.25	4.19	2.62	17.22	9.25	13.47	15.35	15.24	10.41
ENSMUSG00000059994	0.95	2.21	1.13	8.49	3.68	2.34	1.11	0.72	1.25
ENSMUSG00000019853	7.58	9.61	9.31	6.95	2.17	1.56	6.4	9.37	7.93
ENSMUSG00000059498	17.23	14.67	13.46	114.17	97.69	123.1	84.8	69.94	49.81
ENSMUSG00000036502	0.73	0.58	0.86	1.45	1.27	1.09	0.75	0.95	1.2
ENSMUSG00000095687	66.91	57.8	76.7	119.21	124.94	152.64	127.88	79.22	115.74
ENSMUSG00000066687	10.66	9.34	10.01	9.09	26.94	10.38	3.39	5.08	6.51
ENSMUSG00000028040	7.88	4.88	5.83	4.03	0.74	0.66	2.48	8.35	1.34
ENSMUSG00000043833	4.87	5.36	5.38	3.69	4.1	1.85	1.56	2.48	1.62
ENSMUSG00000020676	14.66	17.03	16.13	101.9	47.88	56.11	59.09	65.56	34.36
ENSMUSG00000073236	7.56	9.14	16.87	5.92	7.07	2.15	3.47	6.15	7.28
ENSMUSG00000029641	8.01	6.44	5.92	21.86	23.55	12.01	22.54	13.58	12.77
ENSMUSG00000071847	2.62	1.58	1.63	6.48	6.52	5.07	2.1	2.78	1.98
ENSMUSG00000027931	7.2	5.75	4.02	10.24	14.67	11.83	6.11	5.86	5.97
ENSMUSG00000028470	68.51	76.93	92.18	46.7	48.76	38.74	64.41	109.55	59.34
ENSMUSG00000029130	8.82	17.5	26.04	1.55	2.47	0.27	2.57	7.13	1.02
ENSMUSG00000026398	22.8	18.91	20.73	9.76	11.66	6.58	12.32	16.21	19.12
ENSMUSG00000044986	168.88	144.29	146.65	74.69	96.67	31.34	78.3	138.3	96.16
ENSMUSG00000043613	3.01	3.08	1.13	186.9	34.1	54.15	61.27	112.71	11.43
ENSMUSG00000024737	3.55	3.63	2.56	30.72	13.6	23.53	19.61	11.88	10.93
ENSMUSG00000067297	1.99	3	1.67	2.63	3.31	3.33	2.23	6.89	3.35
ENSMUSG00000019945	6.08	4.51	4.09	1.29	0.81	0.86	1.38	3.02	1.66
ENSMUSG00000034586	92.9	92.48	75.57	24	31.7	20.18	28.5	26.04	54.15
ENSMUSG00000004609	5.44	4.86	6.17	19.21	10.82	12.79	7.52	7.24	6.76
ENSMUSG00000106874	41.9	43.55	38.64	367.77	169.96	177.94	135.56	106.88	72.64
ENSMUSG00000012705	1.78	1.32	2.19	4.27	6.16	16.86	3.18	5.16	7.61
ENSMUSG00000060181	26.3	26.46	22.99	9.57	12.4	7.51	5.14	6.03	12.21
ENSMUSG00000041961	6.85	5.65	6.18	3.13	3.17	2.34	2.29	2.65	2.38
ENSMUSG00000030307	1.66	1.31	0.75	0.7	0.18	0.35	0.86	2.86	0.75
ENSMUSG00000121430	0.71	0.78	0.18	1.95	0.98	1.09	0.78	0.76	0.42
ENSMUSG00000035004	2.46	2.86	2.72	21.97	12.28	21.45	10.19	7.8	8.08
ENSMUSG00000028111	16.2	15.33	18.21	66.58	27.77	23.05	26.47	35.37	20.13
